main	sub	테이블명	사용구분
lse	보상	lse_clmcv_nvcs_re_spc	0
lse	보상	lse_clmnv_rcp_st_trmt	0
lse	보상	lse_slobs_bfrad_act_prg	0
lse	보상	lse_xol_event_clm_dm_diamt	0
lse	보상	lse_nsly_otp_rtx	0
lse	보상	lse_crdis_rlpmi_intn_cvr_tlm	0
lse	보상	lse_clmnv_st_trpa_ud	0
lse	보상	lse_clm_nv_cs_spc	1
lse	보상	lse_rpair_entp_info	0
lse	보상	lse_nia_condt_tlm	0
lse	보상	lse_ud_dv_cnd_it	0
lse	보상	lse_xipy_cvr_re_spc	0
lse	보상	lse_acrc_mdud_requ	0
lse	보상	lse_auto_xi_clmcv	0
lse	보상	lse_clmnv_requ_xi_rel	0
lse	보상	lse_dsas_sct_adm	0
lse	보상	lse_dm_rde_inssw	0
lse	보상	lse_ns_tp	0
lse	보상	lse_lsetm_idmrt	0
lse	보상	lse_nsly_hsp_rtx	0
lse	보상	lse_hdmgt_fp_clm_rcp	0
lse	보상	lse_xi_py_srh	0
lse	보상	lse_ibnf_dlay_rs	0
lse	보상	lse_clm_nv_requ_bj	0
lse	보상	lse_bron_cr_inq	0
lse	보상	lse_clmps_clm_tp	0
lse	보상	lse_hlion_dt	0
lse	보상	lse_otp_prpn_crmtt	0
lse	보상	lse_ppty_ud	0
lse	보상	lse_slobs_bfrad_it	0
lse	보상	lse_slobs_bfrad_cn	0
lse	보상	lse_clmnv_drct_mtd	0
lse	보상	lse_xi_cc_spc_log	0
lse	보상	lse_hsp_prpn_crmtt	0
lse	보상	lse_hamt_clmrp	0
lse	보상	lse_condt_otcmg_obta_mpp	0
lse	보상	lse_cprt_entp_chrps_as	0
lse	보상	lse_sb_rpt	0
lse	보상	lse_stf_inv	0
lse	보상	lse_lsetm_bsns_clmtp	0
lse	보상	lse_clm_cnn_nc_mtt	0
lse	보상	lse_ltrm_cmp_orgn	0
lse	보상	lse_tth_supm	0
lse	보상	lse_hprm_rq_nbj	0
lse	보상	lse_lsetm_chrps_dlalz_adm	0
lse	보상	lse_obs_it	0
lse	보상	lse_rlpmi_joint_rpbl_shamt	0
lse	보상	lse_lsetm_re_inscc_cls	0
lse	보상	lse_lsetm_opcd_adm	0
lse	보상	lse_lsetm_bsns_prvmn	0
lse	보상	lse_clmnv_st_rtx	0
lse	보상	lse_hsp_prpn_cmp	0
lse	보상	lse_amlg_slobs_bfrad	0
lse	보상	lse_lsetm_bsns_ikd	0
lse	보상	lse_issu_clm	0
lse	보상	lse_std_dsas_ders_csf	0
lse	보상	lse_cmplm	0
lse	보상	lse_oil_unprc_crst	0
lse	보상	lse_ltrm_hamt_clm	0
lse	보상	lse_clm_nv_bdin	0
lse	보상	lse_clmno_mpp	0
lse	보상	lse_lsetm_dt_bsns_chrps	0
lse	보상	lse_clmnv_nrq_rpt	0
lse	보상	lse_np_nds_cr_cvr	0
lse	보상	lse_clm_ntc_crr	0
lse	보상	lse_ntc_vlt_cr	0
lse	보상	lse_clmnv_crps_equ	0
lse	보상	lse_lsetm_bsns_admbj	0
lse	보상	lse_dmas_rdt_dprt	0
lse	보상	lse_injt_trpa_info	0
lse	보상	lse_dmas_crp_vl	0
lse	보상	lse_dmamt_ccbj	0
lse	보상	lse_mdud_ref	0
lse	보상	lse_clmnv_are	0
lse	보상	lse_crdis_rlpmi_intn_inq_tlm	0
lse	보상	lse_dsas_gp	0
lse	보상	lse_acrc_mdud_cvr	0
lse	보상	lse_clmnv_nrdps_st_rtx	0
lse	보상	lse_rcp_dgn	0
lse	보상	lse_nwcd_mpp	0
lse	보상	lse_risp_org_inspt_stf	0
lse	보상	lse_qlt_vl	0
lse	보상	lse_stf_intnl_cpblt	0
lse	보상	lse_slobs_bfrad_rst	0
lse	보상	lse_auto_xi_cr_cvr	0
lse	보상	lse_clm_nv_mtd	0
lse	보상	lse_amg_fax_info	0
lse	보상	lse_lsetm_ud_requ	0
lse	보상	lse_slr_otp_rtx	0
lse	보상	lse_lsetm_bsns_tm_dv	0
lse	보상	lse_dm_rd_vl	0
lse	보상	lse_rlpmi_joint_rpbl_pyamt	0
lse	보상	lse_clmnv_trpa_ud	0
lse	보상	lse_mdud_edu_bj	0
lse	보상	lse_clmnv_cmpx_rdt_dprt	0
lse	보상	lse_odclm_crr_adm	0
lse	보상	lse_org_vl	0
lse	보상	lse_clm_nds_cr	0
lse	보상	lse_slr_hsp_rtx_spc	0
lse	보상	lse_auto_xi_rtx	0
lse	보상	lse_clm_relcc	0
lse	보상	lse_ovse_rtro_xi_spc	0
lse	보상	lse_smpl_ud_amt_adm	0
lse	보상	lse_cvrcl_dm_rde	0
lse	보상	lse_nsly_trt_rtx	0
lse	보상	lse_clm_cvr_nv_cs_spc	0
lse	보상	lse_ardc_auth_dlg	0
lse	보상	lse_psbsn_dm	0
lse	보상	lse_rlpmi_py	0
lse	보상	lse_dtcl_cdmam_crst	0
lse	보상	lse_clm_nv_xc_rqu	0
lse	보상	lse_crdis_rlpmi_intn_cr_tlm	0
lse	보상	lse_next_rmdy_plst	0
lse	보상	lse_clm_nv_requ_org	0
lse	보상	lse_ltrm_hamt_clmrp	0
lse	보상	lse_laps_dv_crr	0
lse	보상	lse_clm_nv_cs_tx_spc	0
lse	보상	lse_rd_tp_dm_rde	0
lse	보상	lse_yycl_ic_quint	0
lse	보상	lse_mnbrn_bsns_info	0
lse	보상	lse_info_inp_re_requ	0
lse	보상	lse_laps_ctl_adm	0
lse	보상	lse_ibnf_cc_er_dl_rst	0
lse	보상	lse_auto_xi_crr	0
lse	보상	lse_mdud_trpa_requ	0
lse	보상	lse_clm_nds_cr_cvr	0
lse	보상	lse_clmnv_mch_hshgd_hgd_ivamt	0
lse	보상	lse_clm_nv	1
lse	보상	lse_clm_nv_requ_rq	0
lse	보상	lse_hamt_clm	0
lse	보상	lse_law_md_cnst	0
lse	보상	lse_dm_rde_nvr_spcz_feld	0
lse	보상	lse_clm_bsns_prg_st	1
lse	보상	lse_bzwpl_acmam	0
lse	보상	lse_clm_rcp_usr_of	0
lse	보상	lse_opccs_ud_rst	0
lse	보상	lse_bfntc_prg	0
lse	보상	lse_ibnf_mdf_ccbsc	0
lse	보상	lse_clm_rcp	1
lse	보상	lse_er_py_rcv	0
lse	보상	lse_clmnv_ivamt	0
lse	보상	lse_lsetm_bsns_chr_dv	0
lse	보상	lse_cvr_slc	0
lse	보상	lse_otcm_mg_xi_py	0
lse	보상	lse_clm_dl_prg_adm	0
lse	보상	lse_clmnv_st_dt_spcft	0
lse	보상	lse_siu_co_relco	0
lse	보상	lse_clmnv_nrdps_st_trmt	0
lse	보상	lse_ltrm_dv_ch_crr	0
lse	보상	lse_daly_av_cmkng	0
lse	보상	lse_exec_blt_vl_st	0
lse	보상	lse_bfntc_ss_bj	0
lse	보상	lse_lsetm_dv_tp	0
lse	보상	lse_xp_cidps_cr	0
lse	보상	lse_xi_cc_nv_info	0
lse	보상	lse_nsly_trt_rtx_spc	0
lse	보상	lse_cr_pout_mtt	0
lse	보상	lse_self_chrg_mx_ctm	0
lse	보상	lse_issu_clm_admit	0
lse	보상	lse_dm_rde_utatp	0
lse	보상	lse_chnmd_cvr_rmdy_crr	0
lse	보상	lse_clmnv_st_dgn	0
lse	보상	lse_sep_py_rfamt_spc	0
lse	보상	lse_dgn	0
lse	보상	lse_rlpmi_trt_nsly_adm	0
lse	보상	lse_mx_ctm_rmimc_accm	0
lse	보상	lse_mdud_rmdy_cnn_spc	0
lse	보상	lse_clmnv_nrdps_st_dgn	0
lse	보상	lse_rtro_clm_rcp_xi_py	0
lse	보상	lse_ibnf_dlay_nt	0
lse	보상	lse_clm_dm_clmps_cr	0
lse	보상	lse_condt_clm_nv_cs_spc	0
lse	보상	lse_lsetm_bsns_tm	0
lse	보상	lse_auto_xi_cr	0
lse	보상	lse_clmnv_mvpr_hprdt	0
lse	보상	lse_exec_blt_vl	0
lse	보상	lse_condt_xi_py	0
lse	보상	lse_clmnv_rcp_st_dgn	0
lse	보상	lse_loss_spc	0
lse	보상	lse_relcc_info	0
lse	보상	lse_xtn_pr_cr	0
lse	보상	lse_next_rmdy_surgy	0
lse	보상	lse_stf_vl	0
lse	보상	lse_pypl_tlno	0
lse	보상	lse_mstk_py_prvtn	0
lse	보상	lse_mdcs_cc_bsc	0
lse	보상	lse_clm_nds_cvr_spc	0
lse	보상	lse_slr_otp_rtx_spc	0
lse	보상	lse_rlpmi_joint_rpbl_ruamt	0
lse	보상	lse_clm_rcp_crr_chrps	0
lse	보상	lse_ibnf_cs_qi	0
lse	보상	lse_dm_rde_nvcs	0
lse	보상	lse_ardc_amt	0
lse	보상	lse_clmnv_sb	0
lse	보상	lse_rtro_xi_py_spc	0
lse	보상	lse_vis_inv_rq	0
lse	보상	lse_dm_rde_gnrz_vl	0
lse	보상	lse_dyb_mdorg_dgn_crst	0
lse	보상	lse_mstk_py_prvtn_cvr	0
lse	보상	lse_ltrm_hamt_clm_cnfm_mtt	0
lse	보상	lse_condt_xi_py_spc	0
lse	보상	lse_cvrcl_dv_st	0
lse	보상	lse_odclm_dt_cvr_spc	0
lse	보상	lse_clm_dm_clmps_pend	0
lse	보상	lse_cvap_xp_rprdm	0
lse	보상	lse_acci_lb_dt	0
lse	보상	lse_lsetm_rst_ntc	0
lse	보상	lse_siu_co_nv_sptps	0
lse	보상	lse_dthms_amt_spc	0
lse	보상	lse_nsly_otp_rtx_spc	0
lse	보상	lse_ltrm_bsns_dv_are	0
lse	보상	lse_self_chamt_rcv_crr	0
lse	보상	lse_clm_nv_obj	0
lse	보상	lse_clm_dm_clmps	0
lse	보상	lse_coop_wr_cr_adm	0
lse	보상	lse_lsetm_bsns_dv_are	0
lse	보상	lse_clmnv_rcp_st_rtx	0
lse	보상	lse_clmnv_st_trmt	0
lse	보상	lse_xp_cidps	0
lse	보상	lse_ibnf_md_av_tgt	0
lse	보상	lse_nv_crr	0
lse	보상	lse_ibnf_ccbsc_mdf_it	0
lse	보상	lse_lsetm_sft_swdl	0
lse	보상	lse_ltrm_hamt_clmcv	0
lse	보상	lse_ex_dp_spc	0
lse	보상	lse_plst_rs	0
lse	보상	lse_clm_nv_obs_it	0
lse	보상	lse_lsetm_bsns_dher	0
lse	보상	lse_glfcs_info	0
lse	보상	lse_otp_mdcs_cc_bsc	0
lse	보상	lse_clm_rcp_dm_ntc	0
lse	보상	lse_stf_intnl_cpblt_it	0
lse	보상	lse_dmst_out_dcu_info	0
lse	보상	lse_smtcl_ex_prg	0
lse	보상	lse_lsetm_entp_hsp	0
lse	보상	lse_clmps	1
lse	보상	lse_lsetm_bsns_rule_adm	0
lse	보상	lse_dm_rde_adm_bj	0
lse	보상	lse_ibnf_py_thrps_invtn	0
lse	보상	lse_plst_par	0
lse	보상	lse_clm_nv_cs_vl	0
lse	보상	lse_rlpmi_rtx_adm	0
lse	보상	lse_eout_dc_clm_crst	0
lse	보상	lse_md_cnst_requ_rst	0
lse	보상	lse_obs_mdud_requ	0
lse	보상	lse_otcom_cr	0
lse	보상	lse_wr_adm_bj	0
lse	보상	lse_mdud_cnst_requ	0
lse	보상	lse_ordr_mtt_it	0
lse	보상	lse_idm_xp	0
lse	보상	lse_clm_rcp_dcu_cpmt_spc	0
lse	보상	lse_slr_hsp_rtx	0
lse	보상	lse_lsetm_bsns_tm_cs	0
lse	보상	lse_clm_nv_spc	0
lse	보상	lse_sep_ibamt_cr	0
lse	보상	lse_otp_prpn_cmp	0
lse	보상	lse_xi_py_spc	1
lse	보상	lse_siu_co_nv	0
lse	보상	lse_dgn_md_cnst	0
lse	보상	lse_clmps_st_rtx	0
lse	보상	lse_law_md_cnst_dtspc	0
lse	보상	lse_moral_spc	0
lse	보상	lse_nnrgt_entp	0
lse	보상	lse_stf_vl_it	0
lse	보상	lse_xtn_pr_cr_rtn_info	0
lse	보상	lse_clmnv_dmamt	0
lse	보상	lse_lw_dlynt	0
lse	보상	lse_hamt_clm_dm	0
aud	감사	aud_adt_info_rcp_cr_dt	0
aud	감사	aud_tpcl_titl_nm	0
aud	감사	aud_rtx_cmpu_apldo_rtn_ldg	0
aud	감사	aud_odtm_adt_sts	0
aud	감사	aud_rtx_rtn_ldg	0
aud	감사	aud_outs_doc	0
aud	감사	aud_outs_rqda_wrt_dep	0
aud	감사	aud_adt_prg_spc	0
aud	감사	aud_mng_ar_spc	0
aud	감사	aud_rtx_us_info	0
aud	감사	aud_rtx_ldg	0
aud	감사	aud_rtx_cmpu_apldo_seqc	0
aud	감사	aud_adt_knwl_adm	0
aud	감사	aud_nsp_stf	0
aud	감사	aud_rtx_seqc	0
aud	감사	aud_adt_info_rcp	0
aud	감사	aud_usly_adt_adm	0
aud	감사	aud_adt_lc	0
aud	감사	aud_bnc_rtx_apldo_seqc	0
aud	감사	aud_rst_mtt	0
aud	감사	aud_bnc_rtx_apldo_ldg	0
aud	감사	aud_rtx_cmpu_apldo_ldg	0
aud	감사	aud_rtx_lss_info	0
aud	감사	aud_dherc_itmcl_sts	0
aud	감사	aud_rtx_stock	0
aud	감사	aud_nsp_bj	0
aud	감사	aud_spcn_dl_ud_spc	0
aud	감사	aud_rtx_nrcvy_sts	0
aud	감사	aud_indi_mng_ar_adm	0
aud	감사	aud_rtx_dm	0
aud	감사	aud_cpc_sys	0
aud	감사	aud_tpcl_chr_nsp	0
aud	감사	aud_nsp_impn_mtt	0
aud	감사	aud_rtx_apldo_ldg	0
aud	감사	aud_fn_clmam	0
aud	감사	aud_rtx_retr_info	0
ins	재보험	ins_fire_ps_cstcu_psrt	0
ins	재보험	ins_mthy_re_prm_xc	0
ins	재보험	ins_ovse_rins_xc_prvsp	0
ins	재보험	ins_rins_rt_st_info	0
ins	재보험	ins_rir_lq_crr_adm	0
ins	재보험	ins_ovse_rins_xc_requ	0
ins	재보험	ins_rins_cr_adm_tot	0
ins	재보험	ins_krre_otcmg_rertr_mtt	0
ins	재보험	ins_nprp_lyr	0
ins	재보험	ins_rins_cr_tot_dt	0
ins	재보험	ins_rins_dcu_rcv_adr	0
ins	재보험	ins_noty_log	0
ins	재보험	ins_ri_cm	0
ins	재보험	ins_noty_log_dt	0
ins	재보험	ins_rins_rert	0
ins	재보험	ins_ovse_rins_xc_adm	0
ins	재보험	ins_rins_dcu	0
ins	재보험	ins_rinsr_re	0
ins	재보험	ins_fire_rinsr_st_qtrt	0
ins	재보험	ins_rins_xc_requ_bj	0
ins	재보험	ins_rins_dcu_rcv_plac	0
ins	재보험	ins_rins_cr_adm	0
ins	재보험	ins_brk_rinsr_stf	0
ins	재보험	ins_rins_dcu_cnn_bsns	0
ins	재보험	ins_re_dl	0
ins	재보험	ins_ovse_rins_xc_bjamt	0
ins	재보험	ins_rins_cm_info	0
ins	재보험	ins_brk_rinsr	0
ins	재보험	ins_xol_rst_cnd	0
ins	재보험	ins_re_dl_ba_mtt	0
ins	재보험	ins_rins_file_trrv	0
ins	재보험	ins_rins_rk_ndx_cc	0
ins	재보험	ins_re_mnamt	0
ins	재보험	ins_ps_cst	0
ins	재보험	ins_rins_dcu_prv	0
ins	재보험	ins_lsetm_rir_lq_ikd_mpp	0
ins	재보험	ins_offs_gp	0
ins	재보험	ins_rins_xc_bjamt	0
ins	재보험	ins_ri_gd_cvr_info	0
ins	재보험	ins_dcu_trrv	0
ins	재보험	ins_brk_rinsr_crddg	0
ins	재보험	ins_rir_lq_ba_da	0
ins	재보험	ins_xol_clm_ins_itm	0
ins	재보험	ins_xol_cr	0
ins	재보험	ins_rins_rk_ndx_rst	0
ins	재보험	ins_rins_tot_tf_dt	0
ins	재보험	ins_re_prg	0
ins	재보험	ins_rins_dcu_dt	0
ins	재보험	ins_xol_cr_ins_itm	0
ins	재보험	ins_ps_cst_prv_spc	0
ins	재보험	ins_ps_cst_cr_spc	0
ins	재보험	ins_xol_event_clm	0
ins	재보험	ins_rins_cop_it_info	0
ins	재보험	ins_dcu_rcv_adr	0
ins	재보험	ins_lsetm_rir_lq	0
ins	재보험	ins_ltrm_xol_clm_re	0
ins	재보험	ins_mthy_re_prm	0
ins	재보험	ins_ri_crinf	0
ins	재보험	ins_krre_otcmg_trrv_mstr	0
ins	재보험	ins_re_chrps_crr	0
ins	재보험	ins_mthy_re_prm_sm	0
ins	재보험	ins_krre_otcmg_mnamt	0
ins	재보험	ins_rins_cr_adm_rel	0
ins	재보험	ins_rins_dcu_adx_file	0
ins	재보험	ins_clm_re_ba_mtt	0
ins	재보험	ins_ovse_rins_xc_spc	0
ins	재보험	ins_rins_img_crt_crr	0
ins	재보험	ins_rins_xc_requ	0
ins	재보험	ins_xol_event_clm_dm	0
ins	재보험	ins_rins_xc_bj	0
ins	재보험	ins_ps_cst_prv_dt	0
ins	재보험	ins_rins_prv_crr	0
ins	재보험	ins_xol_pvl	0
ins	재보험	ins_rins_xc_rqamt	0
ins	재보험	ins_re_prg_crr	0
ins	재보험	ins_rins_crano_info	0
ins	설계배치	ins_pl_oj_batch	0
ins	설계배치	ins_pl_cvr_batch	0
ins	설계배치	ins_pl_dh_stf_batch	0
ins	설계배치	ins_auto_tf_rq_batch	0
ins	설계배치	ins_pl_attf_rq_batch	0
ins	설계배치	ins_pl_cvr_pypre_batch	0
ins	설계배치	ins_pl_cr_info_batch	0
ins	설계배치	ins_pl_relpc_rel_batch	0
ins	설계배치	ins_pl_oj_relpc_batch	0
ins	설계배치	ins_pl_relpc_adr_batch	0
ins	설계배치	ins_if_dmgrt_dt_spc_batch	0
ins	설계배치	ins_pl_relpc_batch	0
ins	설계배치	ins_pl_bltgu_cn_batch	0
ins	설계배치	ins_cr_same_ply_batch	0
ins	설계배치	ins_pl_prmpy_pr_batch	0
ins	설계배치	ins_pyp_ss_adm_batch	0
ins	설계배치	ins_pl_rt_batch	0
ins	설계배치	ins_pl_py_act_batch	0
ins	설계배치	ins_cr_clm_drv_info_batch	0
ins	설계배치	ins_pl_cr_acsr_batch	0
ins	설계배치	ins_ins_pl_batch	0
ins	설계배치	ins_pl_cr_ad_batch	0
ccm	보상	ccm_mntn_fct_mntn_feld	0
ccm	보상	ccm_mntr_qust	0
ccm	보상	ccm_robcr_rv_spc	0
ccm	보상	ccm_trbl_iqcms_spc	0
ccm	보상	ccm_cr_ibnr_dvcf_avg	0
ccm	보상	ccm_cpent_vl	0
ccm	보상	ccm_mntn_fct_wag_adm	0
ccm	보상	ccm_hira_spcft	0
ccm	보상	ccm_nv_spc	0
ccm	보상	ccm_insce_sjtdn_dhaf_adm	0
ccm	보상	ccm_obs_xmn	0
ccm	보상	ccm_psc_pmncd	0
ccm	보상	ccm_trmt_itm_spc	0
ccm	보상	ccm_siu_coonv_sptps	0
ccm	보상	ccm_hira_ud_trmt_md	0
ccm	보상	ccm_cr_ibnr_ba_mpp	0
ccm	보상	ccm_cmp_stf_ctq_mtt	0
ccm	보상	ccm_cpent_lgin_id_spc	0
ccm	보상	ccm_fdbck_vl_bj	0
ccm	보상	ccm_chr_snd_xcpt_bj	0
ccm	보상	ccm_ns_spc	0
ccm	보상	ccm_pln_mvo_cplt_rpt_rst	0
ccm	보상	ccm_dpamt_dcn_dt_spc	0
ccm	보상	ccm_icps_rnt_car	0
ccm	보상	ccm_mcbd_jb_cfc_obsrt	0
ccm	보상	ccm_lsetm_brk	0
ccm	보상	ccm_dvpns_obi_ibnf	0
ccm	보상	ccm_paym_guwr_is	0
ccm	보상	ccm_adv_aos_img_file	0
ccm	보상	ccm_dpamt_dcn	0
ccm	보상	ccm_dpymf_spc	0
ccm	보상	ccm_hira_dmur_xc_ud	0
ccm	보상	ccm_inssw_sprpt_relcc_insm	0
ccm	보상	ccm_mdcf_dtit_mdspc_ud	0
ccm	보상	ccm_cmp_srv_mntr_dt	0
ccm	보상	ccm_siu_nv_prg_stt	0
ccm	보상	ccm_adv_aos_frst_stm	0
ccm	보상	ccm_trmt_wrt_cnfrq_dtspc	0
ccm	보상	ccm_dmgit_drtcs_spc	0
ccm	보상	ccm_pln_mvo_dmge_stt	0
ccm	보상	ccm_et_dmgit_evd	0
ccm	보상	ccm_mcbd_obs_it	0
ccm	보상	ccm_cr_ibnr_tqnt_xi_crr	0
ccm	보상	ccm_cmp_dl_unt	0
ccm	보상	ccm_pln_mvo_cplt_rpt	0
ccm	보상	ccm_are_hwy_chrps	0
ccm	보상	ccm_flt	0
ccm	보상	ccm_prv_prg	0
ccm	보상	ccm_cmp_xcpt_bsns	0
ccm	보상	ccm_dm_spc_ud	0
ccm	보상	ccm_fdbck_vlr_adm	0
ccm	보상	ccm_fsvs_idm_rvi_rt_ba	0
ccm	보상	ccm_siu_rcp_adx_file	0
ccm	보상	ccm_phtnp_rst	0
ccm	보상	ccm_inssw_dmge_rtn_bj	0
ccm	보상	ccm_swdl_bnd_rcv	0
ccm	보상	ccm_rmdy_crs_adm	0
ccm	보상	ccm_tnd_spc	0
ccm	보상	ccm_dm_rd_rptg_nv_cnbd	0
ccm	보상	ccm_jrd_cmp_cnr	0
ccm	보상	ccm_clm_cvr	0
ccm	보상	ccm_dm_rd_rptg_relcc	0
ccm	보상	ccm_cc_as_it	0
ccm	보상	ccm_dmge_nv	0
ccm	보상	ccm_rcvex_py_rslt_spc	0
ccm	보상	ccm_hira_trs_dcu_head	0
ccm	보상	ccm_asmt_cpent_vl	0
ccm	보상	ccm_gn_dmgit_cpent_vl	0
ccm	보상	ccm_ai_aos_dm	0
ccm	보상	ccm_gn_dmgit_cpent_vlit	0
ccm	보상	ccm_psc_pcecd	0
ccm	보상	ccm_cr_ibnr_ba_clm_amt	0
ccm	보상	ccm_hira_spcft_chk	0
ccm	보상	ccm_py_dm_nvcs_adm	0
ccm	보상	ccm_py_dm_nvcs_act	0
ccm	보상	ccm_mvo_entp_of_srv	0
ccm	보상	ccm_impn_adm_it	0
ccm	보상	ccm_rqst_spc_dmge_stt	0
ccm	보상	ccm_pln_mvo_dv_adm	0
ccm	보상	ccm_comp_clm	0
ccm	보상	ccm_tmp_end	0
ccm	보상	ccm_hsp_opn_requ_is	0
ccm	보상	ccm_tz_cnc_adm	0
ccm	보상	ccm_pnd_adm_bj	0
ccm	보상	ccm_siu_rcp	0
ccm	보상	ccm_ordr_mtt_it	0
ccm	보상	ccm_hsp_trpa_asr	0
ccm	보상	ccm_gn_dmgit_vl	0
ccm	보상	ccm_auth_adm	0
ccm	보상	ccm_std_dmamt_adm	0
ccm	보상	ccm_ordr_mtt	0
ccm	보상	ccm_py_rslt_spc	0
ccm	보상	ccm_larg_clm_dmge_spc	0
ccm	보상	ccm_cls_dmamt	0
ccm	보상	ccm_frcr_befo_md_tp_dgrm	0
ccm	보상	ccm_law_cmp_pst_lwr	0
ccm	보상	ccm_gn_dmgit_vlit	0
ccm	보상	ccm_dm_trmt_sbj	0
ccm	보상	ccm_balcs_cs_cc	0
ccm	보상	ccm_fdbck_extr_st_adm	0
ccm	보상	ccm_pstpo_snd_crr	0
ccm	보상	ccm_et_dmgit	0
ccm	보상	ccm_hira_dmur_xc_ud_it	0
ccm	보상	ccm_ag_prg_mtt	0
ccm	보상	ccm_flt_chr	0
ccm	보상	ccm_dm_rd_rptg_dmge_tp	0
ccm	보상	ccm_frcr_prv_adm	0
ccm	보상	ccm_clm_rcp_chek_spc	0
ccm	보상	ccm_cslmn_spc	0
ccm	보상	ccm_agt_jrd_ntn_are	0
ccm	보상	ccm_nv_mtt	0
ccm	보상	ccm_ismb_photo	0
ccm	보상	ccm_hsp_pstdr	0
ccm	보상	ccm_cr_ibnr_acm_dvcf	0
ccm	보상	ccm_victm_inv_chk	0
ccm	보상	ccm_lse_mntn_fct_info	0
ccm	보상	ccm_siu_clm_sptps	0
ccm	보상	ccm_cprt_entp_ctm_adr	0
ccm	보상	ccm_pninf_agre_bjps_dt	0
ccm	보상	ccm_cs_crr	0
ccm	보상	ccm_cprt_entp_cntrt_chrps	0
ccm	보상	ccm_cpent_mntr_py_act_crr	0
ccm	보상	ccm_mntr_rpl	0
ccm	보상	ccm_ins_crme_prnt_cnn_clm	0
ccm	보상	ccm_injr_dgn_spc	0
ccm	보상	ccm_hsp_info_spc	0
ccm	보상	ccm_cprt_entp_prpns_vl	0
ccm	보상	ccm_obs_inr	0
ccm	보상	ccm_rob_nv	0
ccm	보상	ccm_bzfml_clm_cmp_cns	0
ccm	보상	ccm_plst_par	0
ccm	보상	ccm_swdl_bnd	0
ccm	보상	ccm_hira_dmur_st_crr	0
ccm	보상	ccm_cprt_entp_ctm_cntad	0
ccm	보상	ccm_hira_ud_prtn_md	0
ccm	보상	ccm_slfch_rtamt_cc_spc	0
ccm	보상	ccm_vicrp_rmdy_crs	0
ccm	보상	ccm_cmp_stf_cntad	0
ccm	보상	ccm_spccf_hamt_ap_spc	0
ccm	보상	ccm_siu_coonv_cnn_entp	0
ccm	보상	ccm_cmp_prnot_is	0
ccm	보상	ccm_lse_dm_py_info	0
ccm	보상	ccm_fds_alarm_rst	0
ccm	보상	ccm_lse_victm_gd_rank_info	0
ccm	보상	ccm_icps_crins_clm	0
ccm	보상	ccm_trfx_lmamt_dt	0
ccm	보상	ccm_lend_cgatr	0
ccm	보상	ccm_ins_crme_prnt_sptps	0
ccm	보상	ccm_nv_chrps_vl	0
ccm	보상	ccm_dcu_xmn	0
ccm	보상	ccm_hira_trmt_spc	0
ccm	보상	ccm_fds_alarm_adm	0
ccm	보상	ccm_hira_dmur_dcsn	0
ccm	보상	ccm_py_rslt_mstr	0
ccm	보상	ccm_hira_dmbil_ud	0
ccm	보상	ccm_victm_rpt	0
ccm	보상	ccm_ihthe_adm	0
ccm	보상	ccm_fds_mr_bj_adm	0
ccm	보상	ccm_siu_coonv	0
ccm	보상	ccm_obi_ibnf_py_ntc	0
ccm	보상	ccm_tnd_jonps_mtt	0
ccm	보상	ccm_othcr_drve	0
ccm	보상	ccm_clm_rcpno	0
ccm	보상	ccm_hira_ud_tot	0
ccm	보상	ccm_lse_dt_py_rs_info	0
ccm	보상	ccm_ai_aos_dm_spc	0
ccm	보상	ccm_cr_adm_crd	0
ccm	보상	ccm_bd_par_dgn_it_ais	0
ccm	보상	ccm_rob_dhaf_adm	0
ccm	보상	ccm_qlt_auth_ac	0
ccm	보상	ccm_py_dm_nvcs_trfx	0
ccm	보상	ccm_ctm_pst_seek_log	0
ccm	보상	ccm_hira_ud_cpmt_da	0
ccm	보상	ccm_siu_nv_atps	0
ccm	보상	ccm_siu_coonv_relco	0
ccm	보상	ccm_ai_aos_frst_stm	0
ccm	보상	ccm_cpent_avgvl_adm	0
ccm	보상	ccm_cmp_ntc_adm	0
ccm	보상	ccm_dm_rde_spc	0
ccm	보상	ccm_prdm1_ibamt_lm_crr	0
ccm	보상	ccm_ltrm_gn_dt_spc	0
ccm	보상	ccm_dm_ud	0
ccm	보상	ccm_adv_aos_frst_stm_spc	0
ccm	보상	ccm_rpair_netg	0
ccm	보상	ccm_swdl_bnd_cidps	0
ccm	보상	ccm_pt_inv	0
ccm	보상	ccm_fds_snro_st_info	0
ccm	보상	ccm_spccf_spc_ctn	0
ccm	보상	ccm_hsp_ps_spceq_spc	0
ccm	보상	ccm_unins_injr_obi_ntc	0
ccm	보상	ccm_pninf_agre_cntrt_spc	0
ccm	보상	ccm_cprt_entp_py_act	0
ccm	보상	ccm_adv_aos_dmdr	0
ccm	보상	ccm_md_cnst_rmdy_spc	0
ccm	보상	ccm_is_fct_crtfn_is	0
ccm	보상	ccm_obs_ap	0
ccm	보상	ccm_rank_flt	0
ccm	보상	ccm_dmas_entp_ctq_mtt	0
ccm	보상	ccm_inssw_sprpt	0
ccm	보상	ccm_lend_cr_ctp	0
ccm	보상	ccm_drnk_drve_clmdt	0
ccm	보상	ccm_dmrd_rptg_relcc_pyspc	0
ccm	보상	ccm_srips_adm_list	0
